GOID,Title,Date,Publisher,sent_of_interest,Sourcetype,Year,claude_category,group
1859806870,"Mnuchin in Hot Seat | Mortgage Market's $1 Trillion Worry | Chinese Scrutiny on FX, Bitcoin | Obama Races to Finish Probes | Special Report: New Era for Wall Street in Washington | Rubin's Take: Democrats Ready to Pounce; The Wall Street Journal's financial regulation newsletter for Thursday, January 19, 2017.",1/19/2017,Dow Jones & Company Inc.,"Rubin's Take: Democrats Ready to Pounce If Deregulatory Push Flounders
Mnuchin to Address IndyMac Questions at Confirmation Hearing
The Mortgage Market's $1 Trillion Pocket of Worry
Obama Administration Races to Finish Probes, Wring Payouts
Bitcoin Trading Faces Greater Scrutiny in China
Democrats Ready to Pounce If Deregulatory Push Flounders
Democrats are about to be on the losing side of countless political battles with the White House and both chambers of Congress under Republican control. But as the Democrats try to reposition themselves as a party of economic populists, bequeathing responsibility for major legislative changes may ultimately work in their favor. Republicans have made no secret that they plan to make hugely consequential changes to financial regulation in the early days of the new Congress and administration. Much of the Dodd-Frank financial-overhaul law
  could be scrapped, agencies like the Consumer Financial Protection Bureau
  and Office of Financial Research
  could be retooled or eliminated altogether, and agency heads will be replaced with new leaders, many of them with ties to the financial industry. All of these changes, if carried out, may have the salutary effects on credit conditions, economic growth and financial stability that Republicans promise.",Newspapers,2017,"group, ideology",['Democrats']
2046234014,"Luján, of New Mexico, to chair DCCC",11/17/2014,POLITICO LLC,"Joaquín Castro was also seen as a possible pick.  About 20 members of the Democracy Alliance club of rich liberal donors, which met this past week in Washington, had sent a letter Sunday to Pelosi urging her to consider Edwards, suggesting she has the necessary “strong progressive values.”  The signees included Boston billionaire investor Vin Ryan, Florida entrepreneur Chris Findlater and husband-and-wife San Francisco mega-donors Susan Sandler and Steve Phillips.  Some of the pro-Edwards sentiment seemed to emanate from concern the post might go to Himes, a former Goldman Sachs executive seen on the left as emblematic of a centrist faction of the party that has been too soft on Wall Street.  The Progressive Change Campaign Committee emailed its supporters last week urging them to call Pelosi “right now and tell her Jim Himes’ appointment would hurt Democratic chances in 2016.”  After Luján’s selection, PCCC co-founder Adam Green praised Pelosi for “rejecting the Wall Street wing of the Democratic Party” and said the group hoped to partner with Luján in “recruiting economic populist candidates.”  Phillips , the mega-donor from San Francisco, also signaled his approval, telling POLITICO that the pick would help Democrats with young voters and Latinos, especially in the Southwest. “That’s the future of the party,” he said.  Luján’s GOP counterpart will be Oregon Rep. Greg Walden, who is returning to the National Republican Congressional Committee after serving as chairman in the 2014 election.",Web Resources,2014,"person, group",['Progressive Change Campaign Committee']
2458223764,"Democrats, nearing a moment of triumph, still feel anxious and divided",11/7/2020,WP Company LLC d/b/a The Washington Post,"Democrats are also frustrated that Trump held onto support in working-class counties they had eagerly anticipated turning blue, hoping to deliver a clear rejection of Trump's often-crude populism. ""I'm disappointed that we are not gaining ground in the House, and I'm deeply disappointed that we don't seem to be taking control of the Senate,"" said Rep. Andy Levin (D-Mich.), whose district includes part of a county that went for both Barack Obama and Trump twice. ""I think that's largely because Trump drove turnout among his base very strongly.""
Levin argues that Democrats should embrace economic populism of the sort voiced by Sen. Elizabeth Warren (D-Mass.), although she lost in the Democratic presidential primaries. ""The way we're going to win back working-class voters is through a program that drives their economic interests so strongly and so clearly,"" Levin added, saying such a message would overcome Republican appeals based on race, religion and social values. Yet Biden appears to have achieved gains with White working-class voters with an entirely different message, recapturing Michigan and Wisconsin, and leading in Pennsylvania.",Web Resources,2020,"person, group, ideology",['Democrats']
2042350252,6 Ways Not to Resist Donald Trump,1/25/2017,POLITICO LLC,"Bush at the start of his second term and stymied his attempt to partially privatize Social Security.The difficulty in focusing on a single action is getting everyone to agree to do the same thing. The Women’s March leaders are one small group of many progressive activist organizations, from MoveOn.org to the American Civil Liberties Union, all looking for their own angle.But I’d suggest the obvious target for a big win is the already faltering attempt to repeal Obamacare: Republicans are clearly out on a limb, having made promises they can’t easily keep. Democrats are eager to protect what they can of Obama’s legacy. The program encapsulates issues that appeal to both economic populists (corporate profiteering), people of color (racial health disparities) and feminists (access to contraception). Plus, a grassroots effort is already underway. Several “Our First Stand” rallies led by Sen. Bernie Sanders and other Democratic senators were held a week before the Women’s March.",Web Resources,2017,"person, policy, group",['Democrats']
1504672347,Campaign kickoff: Can Republicans win on Obamacare alone?,3/6/2014,"The Christian Science Publishing Society (d/b/a ""The Christian Science Monitor""), trusteeship under the laws of the Commonwealth of Massachusetts","Neither document has a hope of becoming law. More realistically, they provide fodder for the fall campaigns. -  This is the second of two articles on campaign issues of 2014. The first article, on Democrats, ran Tuesday with the headline: Campaign kickoff: Can Democrats win on economic populism? Primary season has launched, and Republican candidates agree on their core message: Obamacare has to go. But they know Americans want to vote for something, not just against. Even the tea party is looking for ideas.",Newspapers,2014,"policy, group",['tea party']
2598768732,The candidate the Kamala-Pete buzz ignores,11/19/2021,POLITICO LLC,"Rocha thinks the party’s in a new place now, having seen obvious slippage with white working-class and Hispanic voters. And he surmises that politicians like Ruben Gallego (D-Ariz.), Nanette Barragán (D-Calif.) and Austin Council Member Greg Casar, a self-avowed Democratic socialist who is running for Congress, are the clearest embodiments of the Jackson vision. “You are going to have some massive, massive changes happening in the next two or three years,” said Rocha. “The only way to really be successful has to be rooted in almost a Donald Trump/auto-worker/person of color working-class narrative of economic populism. This is what the Democrats have walked away from at their own peril and one where they are getting their ass handed to them.” There is, of course, a massive, massive gap between running as an all-inclusive economic populist and mounting a successful Democratic presidential candidacy. As Rocha surveyed the coming generation of Democratic populists, he conceded a problem: They lack the political infrastructure to capitalize on the void Sanders will be leaving. There are a few candidates who won’t have that problem.",Web Resources,2021,"person, group, ideology",['Democratic socialists']
2046876733,"Trump, Sanders win big in New Hampshire",2/10/2016,POLITICO LLC,"… “But at the same time as we are competing aggressively in Nevada and South Carolina, it’s important to understand why the campaign is investing so much time, energy and resources in states with primaries and caucuses in March. The reason is simple: while important, the first four states represent just 4 percent of the delegates needed to secure the nomination; the 28 states that vote (or caucus) in March will award 56 percent of the delegates needed to win. And whereas the electorates in Iowa and New Hampshire are largely rural/suburban and predominantly white, the March states better reflect the true diversity of the Democratic Party and the nation"" THE LEFT REACTS — Jeff Hauser, director of the Revolving Door Project: “In the past, Democratic politicians managed to juggle embracing Wall Street in appointments and fundraising while providing voters populist rhetoric on the stump. Tonight was the end of the free lunch.""Stephanie Taylor, co-founder, Progressive Change Campaign Committee: “Bernie Sanders is tapping into a rising economic populist tide that spans Democratic, Republican, and Independent voters — and his strong performance in New Hampshire reflects that. A smart strategy for Hillary Clinton is to keep moving in a populist direction, going bigger on ideas like expanding Social Security and holding Wall Street accountable.” WHY A WALL STREETER COULD BE TREASURY SECRETARY — M.M. thinks the odds are heavily against Hillary Clinton, should she win the White House, picking anyone from the financial industry. But not everyone sees it that way.",Web Resources,2016,"person, group, ideology",['Progressive Change Campaign Committee']
2697203042,"Schmitt wins GOP Senate primary in Missouri, ending Greitens’s comeback try",8/3/2022,WP Company LLC d/b/a The Washington Post,"A Trump endorsement gave momentum to Senate candidate Blake Masters, a first-time candidate who spent most of his career in Silicon Valley as a protege of Peter Thiel, a billionaire who co-founded PayPal and invested early in Facebook. Thiel has put $30 million behind Masters and J.D. Vance, the GOP's Senate nominee in Ohio. Masters and Vance are some of the highest-profile figures in a ""New Right,"" preaching economic populism, nationalism and conservative social values. Both have promised to take on Big Tech despite their ties to its elite world. Masters said in an early campaign ad that ""Trump won"" in 2020 and pitches himself as a fighter in a culture war against the ""woke"" left. Like other GOP candidates, he has focused heavily on border security and undocumented immigration; he has also mulled privatizing Social Security and advocates a nationwide abortion ban.",Web Resources,2022,"person, policy, group",['New Right']
1038542476,Forward to the Fall; A transcript of the weekend's program on FOX News Channel.,9/9/2012,Dow Jones & Company Inc.,"Oil companies guzzle down billions in profits. Billionaires pay lower tax rates than their secretaries. And Wall Street CEOs, the same ones who wrecked our economy and destroyed millions of jobs, still strut around Congress, no shame, demanding favors and acting like we should thank them. Gigot: So, Kim, raw economic populism. Who's that message aimed at--what voter groups? Strassel: It's aimed at independents in particular. And this was a very prominent theme at this convention.",Newspapers,2012,"ideology, group",['independents']
2269007882,"TRUMP COUNTY, USA",2/9/2017,Rolling Stone Licensing LLC,"Two days before the election, Trump made his third visit to Macomb County, staging a massive rally at a park in Sterling Heights called Freedom Hill. The first thing he said upon taking the stage was, ""We will stop the jobs from leaving your state!""
Now, in the wake of Trump's surprise victory, the white working-class voters of Wisconsin, Ohio, Pennsylvania and Michigan - all states Trump unexpectedly swept - have suddenly assumed a position of primacy. Left-leaning Beltway pundits have been debating whether such Trump voters should most properly be pitied (as victims of a rigged economy) or deplored (for casting a vote for a man who had run on an explicitly white-nationalist platform). On a tactical level, might a finely tooled message of economic populism, as delivered by, say, a Bernie Sanders (who defeated Clinton in the Michigan primary) or an Elizabeth Warren, resonate with such a demographic? Is any cooperation with a figure as dangerous andunprecedented as our new president tantamount to collaboration? For progressives seeking a way out of the wilderness, the answers to these questions - and to an understanding of places like Macomb County - will be key to countering Trumpism. The Detroit metropolitan area, depending on where you draw the lines, is home to well over 5 million people.",Magazines,2017,"person, policy, group, ideology",['white working-class voters']
1787024415,Republican schism over whether to back Trump could be start of a historic event,5/6/2016,Postmedia Network Inc.,"""I can no more vote for Trump than I can vote for his good friend Hillary. Both are progressives, though they may disagree on some means, their aims are the same - less individual self-control and more government control of the individual."" He's changing his party registration to Libertarian, or Unaffiliated. Lee Drutman, senior fellow at the New America Foundation, has a theory that this debate is an early whisper of a historic event: the realignment of America's political parties. In a few years, Drutman predicted, former Bernie Sanders supporters and former Donald Trump supporters will belong to the same political party - a Republican party based on nationalism and economic populism. He expects the Clinton types will win a party struggle with the more socialist left, and eventually be joined by Bush types in a cosmopolitan, pro-business Democratic party. ""The Republicans are cracking up,"" Drutman said in an interview. ""And I think Democrats are also going to split as well."" During that breakup process, there will be more co-operation between parties in Congress, with more bills passed, compared to the current gridlock, he added.",Newspapers,2016,"person, group, ideology",['Republicans']
2046744670,Building the Jeb Bush machine — Clinton Foundation taking foreign cash — Greece seeks extension,2/18/2015,POLITICO LLC,".. According to officials involved in the discussions, the plan would allow Athens to extend its bailout for four months beyond its expiry date of February 28 in exchange for agreeing to a series of principles. Greece would not roll back economic reforms; it would continue to run a primary budget surplus; it would pledge to pay its creditors in full. In exchange, Athens would be given leeway in deciding which reforms it would agree to.” http://on.ft.com/1JopUGU  HILLARY MET WITH WARREN — NYT’s Maggie Haberman and Jonathan Martin: “Hillary Rodham Clinton held a private, one-on-one meeting with Senator Elizabeth Warren in December at Mrs. Clinton’s Washington home, a move by the Democrats’ leading contender in 2016 to cultivate the increasingly influential senator and leader of the party’s economic populist movement. The two met at Whitehaven, the Clintons’ Northwest Washington home, without aides and at Mrs. Clinton’s invitation. Mrs. Clinton solicited policy ideas and suggestions from Ms. Warren, according to a Democrat briefed on the meeting, who called it ‘cordial and productive.’  “Mrs. Clinton, who has been seeking advice from a range of scholars, advocates and officials, did not ask Ms. Warren to consider endorsing her likely presidential candidacy. Aides to Mrs. Clinton did not immediately respond to requests for comment, and aides to Ms. Warren could not be reached.",Web Resources,2015,"person, group",['Democrats']
2070073917,Warren Is Warming Up for 2020. So Are Many Other Democrats.,7/16/2018,New York Times Company,"But many Democrats believe the party's turn left, combined with the rising fury of progressive women and the grass-roots appetite for a political brawler, have created an especially inviting environment for Ms. Warren.[Here's what's coming up next on the primary calendar.]On her Western swing, Ms. Warren sought to strike a unifying chord. At a tapas restaurant in Salt Lake City, she said Democrats had to close ranks in 2018 in order to recapture the White House.""She was saying, 'Look, we all have to come together,""' recalled Jackie Biskupski, Salt Lake City's Democratic mayor, who attended the event. She paraphrased Ms. Warren's exhortation: ""We need to show this year that change is what the people want.""Perhaps most appealing to Democratic leaders, Ms. Warren might please their activist base while staving off a candidate they fear would lose the general election.A candidate such as Mr. Sanders.The 76-year-old Democratic socialist looms over the 2020 race, boasting an unmatched following among activists and a proven ability to raise millions of dollars online. Having pushed policies like single-payer health care and free public college tuition into the Democratic mainstream, Mr. Sanders could be a powerful competitor for the nomination -- and a daunting obstacle to Ms. Warren and other economic populists.But for all the evident support for Mr. Sanders's policy ideas, many in the party are skeptical that a fiery activist in his eighth decade would have broad enough appeal to oust Mr. Trump.Mr. Sanders's generational peer, Mr. Biden, 75, is preparing to test a contrasting message this fall, with plans to campaign up to four days a week after Labor Day, people familiar with his strategy said. In his speeches so far, Mr. Biden has struck a gentler chord than Mr. Sanders and Ms. Warren, delivering paeans to bipartisanship and beckoning Democrats to rise above Mr. Trump's demagogic taunts.And Mr. Biden, who has run for president twice before, has been seeking out a younger cohort of Democrats: During a trip to New Orleans in June he arranged a visit with Representative Cedric Richmond, the 44-year-old chairman of the Congressional Black Caucus, and this month he will travel to Arizona to help Representative Kyrsten Sinema, the Democrats' 41-year-old Senate candidate, and to address a gathering of the Latino advocacy group Lulac.But Mr. Biden's most important step so far has been to help install a close ally, James Smith, as the Democratic nominee for governor in the early primary state of South Carolina. Steve Benjamin, the Democratic mayor of Columbia, South Carolina's capital, said Mr. Biden enjoys a close bond with party leaders there.""The vice president has a lot of long and deep relationships in South Carolina, and they're substantive relationships,"" said Mr. Benjamin, acknowledging Mr. Biden's staff had called him recently.But Mr. Benjamin said Mr. Biden was not the only contender getting in touch: Aides to Ms. Warren had also contacted him, he said, to arrange a call with her about a visit he made to the Mexican border.Mr. Biden is not committed to running and recognizes that the party is drifting from his institutionalist style and relative moderation, people who have spoken to him said. In what some Democrats have taken as a sign of hesitation, Mr. Biden has not attempted to deter other competitors: Meeting recently with two other possible candidates, Mayor Eric M.",Newspapers,2018,"person, group",['economic populists']
2784241301,Community Organizing and Electoral Politics,3/8/2023,Newstex,"Working with police, Fair Share succeeded in getting the dealers evicted.Fair Share built enough power that elected officials had to take the group seriously, but the group did not work in elections or make endorsements. Michael Ansara, Fair Share’s founding director and leader for its entire existence, told me, “We assumed that electoral politics was so corrupt that we had to operate outside it. Instead, we pressured elected officials.” He paused for emphasis. “We were wrong.”One big missed opportunity, says Ansara, was a closer alliance with Boston’s sole economic populist mayor, Ray Flynn. A native of South Boston, Flynn began as an anti-busing activist when he was first elected to the city council in 1978, but he evolved into a class-based populist, and was elected mayor in 1983. “A vast part of Ray Flynn’s operation was Fair Share leaders and members,” Ansara says, “but the organization could not reap the political benefits because we never endorsed him or campaigned for him.”By then, Fair Share was broke. One cause was its reliance on VISTA volunteers for a large portion of its paid staff.",Web Resources,2023,"person, group",['Fair Share']
2442864706,Romney's Motown Blues,3/5/2012,Newsweek Publishing LLC,"He's a native son, born in the Motor City to a popular auto executive turned two-term governor. And yet the latest polls show Romney trailing Rick Santorum, an underfunded interloper. Blame the frosty homecoming on the Independent Voters Formerly Known as Reagan Democrats. Economically populist and socially conservative, these blue-collar, largely Catholic, largely unionized workers tend to swing. In 2008 they helped put Barack Obama over the top. In 2010 they returned to the GOP. Now they seem to be recoiling from Romney.",Magazines,2012,"person,group",['blue-collar workers']
1766613953,"In Virginia, anti-establishment GOP voters splinter between Trump and Cruz (Posted 2016-02-19 19:00:00)",1/1/2016,WP Company LLC d/b/a The Washington Post,"Ted Cruz of Texas as disaffected voters lean toward Donald Trump. In many ways, Virginia mirrors the party's national struggle between its establishment wing and anti-government activists. But there are divisions within those divisions leading up to the March 1 primary in Virginia, a state considered key to a Republican victory in the fall. It was Virginia that produced ""the canary in the coal mine"" that led to Trump's rise: the unseating of House Majority Leader Eric Cantor in 2014 by the upstart anti-immigration economic populist Dave Brat, said Shaun Kenney, former executive director of the state GOP. Now, Trump is competing in Virginia with Cruz for the votes of people who feel left behind by more traditional politicians. ""Donald Trump, in some ways, has separated the tea party into its two distinct elements -- the angry white voter and the evangelical voter,"" said Quentin Kidd, a professor at Christopher Newport University in Newport News, although he noted there is some crossover between the groups. Trump was leading among likely GOP primary voters at28 percent, according to a poll conducted by CNU this month.",Web Resources,2016,"person, group",['tea party']
3128418907,Democrats should listen to Sanders about why they lost,11/15/2024,The Irish Times DAC,"Democrats’ relative success in the senate suggests that Harris was not done in by a massive shift away from her party, but by the unpopularity of the Biden administration and by her flawed campaign strategy. Harris’s errors were not hers alone, but those of the consultants and donors who control her party. Democratic Party consultants typically urge candidates to move to the right to attract centrist voters. Meanwhile, big donors are usually centrists who oppose an economic populism that threatens their own interests. Even when the strategy of moving ever rightward works electorally, it damages the party in the long term by erasing any strong sense of its identity. The Democrats brand simply becomes “not as bad as the Republicans”. But this strategy no longer works.",Newspapers,2024,"person, group",['Democrats']
2376071424,Biden takes big step toward nomination; Crucial wins,3/11/2020,Postmedia Network Inc.,"The Biden breakthrough in Michigan, along with his big victories in Missouri and Mississippi, could prove too much for Sanders to overcome. By the end of March, about two-thirds of the delegates will be allocated. Biden was powered to the victories on Tuesday by strong support from a broad coalition of groups, including women, african americans, those aged 45 and older, union members and all but the very liberal, according to exit polls conducted by edison research. In Michigan, he performed well with union members and working-class white voters, two groups that helped Sanders to an upset victory of hillary clinton in the state in 2016 but did not turn out as strongly for him this time despite Sanders'economic populism and his call for universal health care. Reuters",Newspapers,2020,"person, group",['not Sanders supporters']
1536063084,Eric Cantor: Could he be the next Karl Rove?,6/15/2014,"The Christian Science Publishing Society (d/b/a ""The Christian Science Monitor""), trusteeship under the laws of the Commonwealth of Massachusetts","In Sarah Palin, it has a voice of right-wing populism. All of them have a touch of Brat to them - more blue-collar Main Street than white-collar Wall Street, at least in their public image. But if Brat were to win his general election this fall, the tea party would have its apotheosis of the type. It's unlikely a freshman member of the House - no matter how sensational his victory - could focus the diffuse glow of the tea party's economic populism into something more politically potent. In other words, Brat would not be able to ram through new legislation to rein in Wall Street. But he represents the potential culmination of a strain of thought. The tea party and Wall Street have never been comfortable bedfellows.",Newspapers,2014,"person, ideology, group","['tea party', 'blue-collar Main Street']"
2015071209,The Four Democratic Parties,3/19/2018,"Uloop, Inc.","Because of their distinct ideologies, each offers a different reason that Hillary Clinton lost and therefore prescribes Democrats a different path forward. 
In terms of voting patterns and ideology, most Democrats fall into the following four camps. These groups are divided both by the traditional liberal versus conservative axis but also by the social issue versus economic issue focused axis, as illustrated below. 

The Berniecrats 

The Berniecrats comprises the economically populist, progressive wing of Democrats. Berniecrats, whose ideology largely traces back to FDR and the New Deal, focus primarily on economics and are relatively more male, lower income, white, and younger than other Democrats. 
As the most economically left group, Berniecrats embrace Medicare for All, a $15 minimum wage, free public college, expanded Social Security, taxes on Wall Street speculation, and a constitutional amendment to overturn Citizens United. This wing’s policies align closely with the Occupy Wall Street Movement and are in direct opposition to the business-friendly Coastal Technocrats.",Newspapers,2018,"person, group, ideology, policy","['Berniecrats', 'Occupy Wall Street Movement']"
2043940635,Groups cast Wall Street as 'casino',2/16/2010,POLITICO LLC,"The White House-aligned Americans United for Change, along with the economic populist group American Family Voices, are up with this ad in a $200,000 cable buy, aiming to set the tone for financial reform legislation.",Web Resources,2010,group,"['Americans United for Change', 'American Family Voices']"
2083790611,Is California’s Democratic Party swinging too far left?,7/20/2018,Los Angeles Newspaper Group,"“They’ve been listening to party leadership, not the grassroots campaign.”
The California Democratic Party “is becoming more issue-based, instead of just who we know,” Rizvi added. Aszterbaum rejects the idea that Democrats will scare off voters by going too far left. Sanders’ success, he said, shows how an agenda catering to working-class Americans can attract people who normally aren’t interested in politics. “I feel confident we’ll only have positive results if Democrats become economic populists rather than embracing lukewarm liberalism,” he said. ‘Pie in the sky’
Eric C. Anderson, a former assistant political science professor at the United States Air Force Academy who worked as a pollster for Midwest political campaigns, has a different take. “The decision to cast all lots with Hillary in 2016 suggested a party tending toward caution and conservative/protective measures,” he said.",Newspapers,2018,"group, ideology",['Democrats']
2385764245,The Bloom and the Bern,2/27/2020,"Creative Loafing, Inc.","Peter Hamby made a compelling argument for Vanity Fair last month that my concerns are misplaced: ""What if Sanders is actually the MOST electable Democrat? In the age of Trump, hyper-partisanship, institutional distrust, and social media, Sanders could be examined as a candidate almost custom-built to go head-to-head with Trump this year.""
Sanders, Hamby continued, has five things going for him: celebrity, media-savvy, a clear message, a fundraising machine, and an army behind him. The last thing is the most essential. Bernie's theory is that he's going to rewrite the playbook, that his movement will inspire young and previously disenfranchised voters to turn out in record numbers, while his economic populism will peel away segments of the Trump coalition. In a close election, which forecasts suggest this will be, a surge of new, unlikely voters could put Sanders over the top-if they're in the right states, and if they're not offset by otherwise-Trump-wary suburbanites scared off by the S-word. This is the high-stakes gamble Bernie is making. It's a bet Trump appears eager to take.",Newspapers,2020,"person, ideology, group",['Bernie\'s movement']
1960538307,Review: ‘Damnation’ and the Sick Soul of 1930s America,11/6/2017,New York Times Company,"“Damnation,” whose first season begins Tuesday, appears to be very loosely based on some obscure chapters of American history: the Farmers’ Holiday Association , a 1930s agricultural protest movement, and the Black Legion, a Ku Klux Klan splinter group active in the Midwest at the same time. Those associations are intriguing, as is the notion of a major television drama set in the unlikely surroundings of Depression-era rural Iowa. Real life is incidental, though, in a show that’s a not very coherent fever dream. Tony Tost, whose previous TV experience was on the crime-western “Longmire,” combines a Bernie-bro fantasy of economic populism with a violent frontier melodrama owing a heavy debt to “Deadwood,” and wraps the whole thing in a Cain-and-Abel religious allegory. (Four episodes were available for review.)
Killian Scott plays a labor agitator who’s posing as a preacher, the better to whip up discontent among the farmers in northwestern Iowa and persuade them to withhold their goods from the market. His opposite number, played by Logan Marshall-Green of Cinemax’s “ Quarry ,” is a Pinkerton strikebreaker whose colorful behavior includes carrying the corpse of a rebellious farmer into the local speakeasy and sitting it at a table, just to send a message. He then takes up residence at the local brothel — owned by the sheriff, of course — where he tasks a prostitute with, among other duties, reading his correspondence to him.",Web Resources,2017,"group, ideology",['Farmers\' Holiday Association']
1838558995,Democrats missed warning signs in a once-reliable bastion,11/13/2016,"Boston Globe Media Partners, LLC","It repeated itself throughout the industrial and agricultural Midwest, where unease with the modern Democratic Party and with coastal liberals was transformed into a quiet insurgency that was missed by pollsters and politicians alike. This insurgency began in the Nixon years, when the 37th president's ""quiet majority"" carried him to a close victory in 1968 and then to a landslide triumph four years later. It accelerated with Ronald Reagan, who gave a name to these Democratic apostates -- the Reagan Democrats -- and came into full flower last week.  The city of Pittsburgh remained Democratic Tuesday -- the Clinton team got that much right -- but the rest of southwestern Pennsylvania, where longstanding social and cultural conservatism mixed with the new, muscular economic populism, marched stoutly into the Trump column. In county after county in this region -- part angry post-industrial, part agrarian, part Appalachian -- the Manhattan businessman who vowed to bring jobs back to mining and manufacturing ran far ahead of former governor Mitt Romney, who lost this state to Barack Obama four years ago. Trump's vote total in the Keystone State Tuesday was about the same as Obama's, who took 52 percent of the vote in 2012.  In Greene County, where in April thousands of angry miners held a ""solidarity"" rally to protest proposed cuts in employee wages and benefits and in retirees' health plans, Trump won 70 percent of the vote.",Newspapers,2016,"group, ideology",['miners']
1872123210,State Dems plot resistance to Trump,2/27/2017,Gannett Media Corp,"SiX Action, a non-profit trying to help Democrats regain power at the state level, marshaled 40 different left-leaning organizations to help coordinate the effort. It includes bill introduction ceremonies to draw media attention even in states where the legislative packages face an uphill battle because Republicans control both chambers. State lawmakers are offering provisions that, according to polls, enjoy broad public support to also include overtime pay, paid family leave requirements and equal pay for women. Populist message
During his campaign, Trump prioritized a message of economic populism, including reopening coal mines and steel mills and advancing a major infrastructure spending bill. His first month in office has been dominated by divisive cultural issues -- such as a travel ban, expedited deportations and the repeal of a transgender bathroom executive order -- rather than the issues that matter most to the struggling working-class voters, a number of whom also supported former president Barack Obama. The White House did not respond to two requests for an outline of pro-worker policies. Trump has made clear his approach is heavy on eliminating federal regulations and he is reportedly planning to turn back Obama-era initiatives on carbon emissions from power plants, coal mining on federal land and government authority over bodies of water.",Newspapers,2017,"person, policy, group, ideology",['working-class voters']
2568153181,The snake oil theory of the modern conservatives,9/2/2021,"Tribune Publishing Company, LLC","You don't hear much these days about ""economic anxiety."" Most observers acknowledge that the rise of the Trumpist right was driven by racial and social antagonism, not economic populism. Yet there is an economic element to political extremism, just not what you'd think. Right-wing extremists, and to some extent even more mainstream conservative media, rely on financial support from companies selling nutritional supplements and miracle cures - and that financial support is arguably a significant factor pushing the right to become more extreme. Indeed, right-wing extremism isn't just an ideological movement that happens to get a lot of money from sellers of snake oil; some of its extremism can probably be seen not as a reflection of deep conviction, but as a way of promoting snake oil.",Newspapers,2021,"ideology, group",[]
1845924068,Resistance In These Times,12/1/2016,"Institute for Public Affairs, Inc.","There is a Calvinist tendency among leftists and liberals to sort people into the damned and the elect. Indeed, Paul Krugman wrote on election night that Trump voters ""don't share at all our idea of what America is about. For them, it is about blood and soil, about traditional patriarchy and racial hierarchy.""


Tarring Trump supporters as atavistic garbage people is no way to build a progressive majority. His message of economic populism was embraced by non-college-educated and rural white voters, who see the American dream looping into a Möbius nightmare. 

""Today the American working class is going to strike back,"" Trump declared in Grand Rapids, Mich., at his final campaign rally. And the disaffected white working class did just that. 

Many of them have been treated like roadkill on the way to that neoliberal city on a hill, and in their rage have fallen under the influence of dark forces.",Magazines,2016,"person, ideology, group","['white working class', 'Trump supporters']"
896482040,"Despite economic anxiety, social issues still in play in 2012 election",10/5/2011,"USA Today, a division of Gannett Satellite Information Network, Inc.","""It's 'if you feel this way about this then you probably don't agree with me on a whole lot of other things,' "" said Jim Kessler, a domestic policy adviser for the centrist think tank Third Way. ""(Social issues) never poll well but in many ways they create an invisible current that guides the way voters are going to go.""  Despite the overwhelming focus on the economy, some Republicans say social conservatives must be courted if the party's nominee has a chance to beat Obama next year.  ""Each election cycle a certain galaxy of issues predominates, and this cycle it is clearly the economy,"" said Gary Bauer, a 2000 Republican presidential candidate who leads a group called American Values. ""But the coalition that will be put together to defeat Obama will be a coalition of economic, social and defense conservatives, and that doesn't change.""  Conversely, Obama's winning coalition will have to marry social liberals with economic populists who believe government must help create jobs and regulate business. Obama offered a preview in his values speech to the Human Rights Campaign.  Obama pointed out how he'd delivered on everything from ending the military's ""don't ask, don't tell"" policy for gay service members, to passing hate crimes legislation based on sexual orientation, to a directive ordering that gay partners have the same hospital visitation rights as straight partners. But he also drew applause when he asked for support of his endangered jobs bill, framing it as a choice between a ""big America"" that expands rights and opportunities vs.",Newspapers,2011,"person, group, ideology",['economic populists']
1982540355,How the news media distorts black families,12/31/2017,WP Company LLC d/b/a The Washington Post,"Reporters who had covered Martin Luther King's quest for civil rights continued to follow him as he turned his attention to abject poverty in both rural and urban areas where blacks and others were deeply affected. This turn toward urban black poverty became an obsession of the media, over time leading to a distorted view of who is poor in our country. Over time, the media and politicians began ""othering"" the poor by putting a black face on them to undermine the promise of the New Deal and justify policy changes. Today, we continue to see politicians deploy coded racism as economic populism to distract and inflame the public, and to create cover to further right-wing and corporate interests. News outlets are their best partners, echoing these myths in ways big and small, exceptional and routine, serving as validators. How do we work toward more accurate and responsible media coverage? By publicizing these findings, for one.",Newspapers,2017,"ideology, group",[]
