GOID,Title,Date,Publisher,sent_of_interest,Sourcetype,Year,claude_category,policy
2774720146,Republicans must stop Biden from stealing their populist thunder,2/9/2023,WP Company LLC d/b/a The Washington Post,"Both conservative budgets also include changes to Social Security that would cut spending over time. Biden played these proposals like a drum. By goading Republicans into denouncing them, he forced them to take any entitlement cuts off the table. This strategic retreat shows that even Old Guard bigwigs know that popular sentiment favors some form of economic populism. The GOP's challenge now is to marry those sentiments with its traditional support for markets, which requires doing something that few Republicans aside from Ronald Reagan have ever tried: making an affirmative case for government intervention. Such an approach would emphasize two points: national security and the need to live a dignified life in modern America. These would form the basis for policy proposals that offer Americans a distinct vision from what Biden and the Democrats offer.",Web Resources,2023,"person, policy, ideology",[]
1845288032,Talking Points Memo: Spox Dodges Question On Whether Carrier Deal Could Return To Bite Trump,12/2/2016,Newstex,"""I think what this really does is it puts down a marker that they're going to be willing to pick up the phone and make phone calls and do everything they can to keep companies here and to keep American jobs here,"" he said. 

In a speech at Carrier's plant in Indianapolis on Thursday, Trump said that his promises of a ""major massive cutting of regulations,"" as well as a proposed corporate tax cut from 35 percent to 15 percent, enticed the company to keep more than 1,100 jobs in the country. Carrier also received $7 million worth of incentives from the state of Indiana, where Vice President-elect Mike Pence is governor, according to a New York Times report. 

Miller cited Trump's nominations of former Goldman Sachs executive Steve Mnuchin to be treasury secretary and billionaire investor Wilbur Ross to be commerce secretary as proof that the President-elect is committed to an ""economic populist tax plan.""


""We're putting the right kind of people in place who know how to fight for American jobs,"" he said. ""I think that the broader takeaway here is this incoming administration is one that is going to fight even before formally taking office to keep American jobs here.""



The views expressed in any and all content distributed by Newstex and its re-distributors (collectively, 											the ""Newstex Authoritative Content"") are solely those of the respective author(s) and not necessarily 											the views of Newstex or its re-distributors. Stories from such authors are provided ""AS IS,"" with no 											warranties, and confer no rights. The material and information provided in Newstex Authoritative 											Content are for general information only and should not, in any respect, be relied on as professional 											advice.",,2016,"person, policy","['corporate tax cut', 'deregulation']"
1787767338,Clinton could lose W.Va. in battle she's moved beyond,5/10/2016,"USA Today, a division of Gannett Satellite Information Network, Inc.","I see a great role and opportunity for him and his supporters to be part of that unified party.""   A RealClearPolitics polling average gives Sanders a 6-point lead over Clinton in West Virginia, though that's based on a limited number of surveys. In a rally Sunday night in Piscataway, N.J., Sanders pledged to campaign until the final voting in the District of Columbia on June 14. ""We are gonna fight for every single vote,"" Sanders said.   On CBS, Clinton made clear her chief target is presumptive Republican nominee Donald Trump, repeatedly referring to him as a ""loose cannon.""   West Virginia, one of the states hardest hit by a decline in the coal industry and the loss of manufacturing jobs, exemplifies her challenges in framing her economic populism message against Trump.   Last week, Clinton took a tour of Appalachian communities across Kentucky, West Virginia and southeastern Ohio. Clinton spent much of her tour apologizing for comments suggesting she wanted to put the coal industry out of business.   ""The state's becoming increasingly conservative"" amid a downturn in the coal industry, said Carte Goodwin, a West Virginia attorney who briefly served as a U.S.",Newspapers,2016,"person, policy",[]
2236028263,The Daily 202: Blowback facing Biden over Hyde shows no middle ground remains on abortion in presidential politics,6/6/2019,WP Company LLC d/b/a The Washington Post,"invasion of Iraq in 2003.""

MORE ON 2020:


-- Fox News host Tucker Carlson said Warren ""sounds like Trump at his best"" when she talks about her populist economic agenda.Isaac Stanley-Becker reports: ""He told Republicans, who are the lion's share of his viewers, that they were voting against their own economic interests by backing candidates who did not speak like the consumer protection advocate and former Harvard Law School professor. … There is no love lost between these two figures, and Carlson had no shortage of criticism for other aspects of Warren's candidacy. Still, their agreement on certain fundamental questions about the economy revealed something about each of them — and about the inchoate political realignment that has made it unclear to which party causes from free trade to privacy protection belong. … For Warren, the endorsement was a sign that her brand of economic populism … has resonated with not just any exponent of the 'Make America Great Again' agenda but the self-appointed spokesman of those drawn to Trump's protectionist message.""

-- Warren's campaign is letting its workers unionize.The Wall Street Journal's Eliza Collins reports: ""The New Hampshire-based International Brotherhood of Electrical Workers Local 2320 approached the Warren campaign Monday after a simple majority of the Massachusetts Democrat's staff had signed on as part of the union. The branch asked to represent Ms. Warren's employees. The campaign agreed with 'no pushback,' Steven Soule, IBEW Local 2320 business manager, said Tuesday. … Ms. Warren is at least the fourth Democratic presidential candidate to let campaign staff unionize.",Web Resources,2019,"person,policy,ideology","['economic populism', 'trade protectionism']"
1972976593,Conservative Groups Seeking Support for Tax Cuts Find It a Hard Sell,12/7/2017,New York Times Company,"They added that the time had come to put “more money in the pockets of American families.”
The problem, as Republicans are learning, is that most Americans do not believe that is what the tax plan will do. Steve Schmidt, a Republican strategist, said that amid all the talk about the need to score an important victory for their party, “it bears mentioning that the ‘win’ is something that is extraordinarily unpopular with 75 percent of the American people.”
The tax proposal seems ill fitting for the mood on the right, perhaps explaining some of the skepticism. It would add $1 trillion to the deficit, according to the official congressional scorekeeper, contradicting the calls for fiscal austerity that conservatives made for years under President Barack Obama. And its generosity to corporations and the wealthiest Americans is at odds with the soak-the-rich economic populism President Trump preached during his campaign. But for groups like the U.S. Chamber of Commerce, those in the Kochs’ vast network and others closely aligned with the pro-business wing of the Republican Party, the tax bill would be the only tangible legislative achievement after 11 months of an uneasy and, so far, unproductive alliance with a president they fiercely resisted during last year’s election. The legislation is among the most unpopular public policy initiatives taken up by Congress in recent years, polling shows.",Newspapers,2017,"person, policy, ideology",[]
2457807801,"Win or lose, economic Trumpism looks here to stay on Capitol Hill",11/5/2020,Telegraph Media Group Limited,"Already, major Republican politicians are engaged in a snap psephology that holds that their surprising strength in this election, despite the pandemic, proves the virtues of Trump’s more nationalistic tendencies and appeal as defender of the “working man”. That as yet unevidenced analysis is convenient for politicians who want this change in direction for the party. In Florida, remember, Republican strength suggests that Democrats’ dalliance with socialists such as Bernie Sanders turned off Cuban American voters averse to that ideology, rather than indicating support for Trump’s anti-globalism. But certainly, the idea that economic populism had widespread appeal is the script that one wing of the GOP, including Missouri senator Josh Hawley, is already writing. The narrative these “national conservatives” have been crafting for months is that the Republicans have for too long been too much in thrall to free market libertarians on global trade and the movement of people. They see the party’s future as building further on Trump’s protectionism with new industrial strategies, buying American provisions, and the reshoring of American jobs. Trump’s success relative to the arbitrary standard of pre-election polling then is likely to embolden a vocal caucus of GOP legislators at ease with budget deficits, controls on trade and investment, and wanting to slash rates of immigration (even, bafflingly, for high-skilled workers).",Newspapers,2020,"person, policy, group, ideology","['trade protectionism', 'restricting immigration']"
2319392491,"Raitt says populism in leadership race has changed Tories; Harris win in Ontario similar, Rae says",11/28/2019,Postmedia Network Inc.,"Both said they'd seen evidence of the movements here, even though they had yet to take flight in any serious way. Raitt pointed to the Conservative leadership race in 2016 and 2017 won by Andrew Scheer. She had been touted as a top contender to replace Stephen Harper, but wound up eighth in the field of 14. Celebrity businessman Kevin O'Leary, who eventually dropped out of the contest, advocated a sort of economic populism, she said, while MP Kellie Leitch promoted a social form of populism. Leitch applauded Donald Trump's election as U.S. president, and suggested a ""Canadian values"" screening test for would-be immigrants. ""Never was I more shocked to hear some of my colleagues come out and espouse theories and policy planks that I never really thought were part of their make-up,"" Raitt said.",Newspapers,2019,"person, policy, group",[]
1941444408,Wall Street Offers Clinton a Thorny Embrace,7/7/2014,New York Times Company,"Mrs. Clinton has also called for eliminating the carried interest tax loophole. “If you look at her positions, in my view, she was very aggressive on ensuring that Wall Street was better regulated and her argument about all these proposals is that this is going to be better for all of us,” said Neera Tanden, who was Mrs. Clinton’s policy director during the 2008 campaign. A spokesman for Mrs. Clinton, Nick Merrill, declined to describe her positions on a variety of current regulatory and Wall Street issues but said in an email: “Reducing inequality and increasing upward mobility has been an uninterrupted pursuit of hers through every job she’s held, and it continues to this day in her work at the Clinton Foundation.”
If Mrs. Clinton runs for president, she will step into a heated debate about the interplay between financial regulation, growing inequality and the economic squeeze of the middle class. The Third Way, a center-left think tank founded by two former Clinton administration aides, has assailed Ms. Warren, saying her economic populism would be “disastrous for Democrats.”
As Democrats debate whether to get tougher on Wall Street, the industry appears to have taken notice. Securities and investment firm employees have given a smaller proportion of their political donations to Democrats over the last three years than any period for which data is available, according to the Center for Responsive Politics. Financial regulation has also become a pivotal issue in the jockeying over who will become chairman of the Senate Banking Committee should Democrats keep control of the Senate. Some Wall Street donors have been unwilling to give to Senate Democrats’ re-election efforts, according to two Democratic lobbyists, because one of the leading contenders for the chairmanship of the Banking Committee is Senator Sherrod Brown of Ohio, who is pushing for a host of measures resisted by Wall Street, including higher capital requirements for big banks and a closer look at potential manipulation of commodities trading.",Web Resources,2014,"person, policy, group, ideology","['financial regulation', 'banking/Wall Street/corporate reform', 'eliminating carried interest tax loophole']"
1823988349,"Clinton, Trump or a draw? Debate-watchers weigh in",9/28/2016,Tribune Content Agency LLC,"He struck the right balance. For her, she needed to not be a robot and not get thrown. She smiled a lot and we don't see that much. ROTTERMAN: I think the thing he said about pushing economic populism and fair trade for the American worker stood out. He probably hit it home when he questioned why she had not implemented all these great ideas she had in the totality of her career. She was very well prepared on a variety of issues and she hit her marks on her talking points. What topic do you think was likely to sway undecided voters?",Newspapers,2016,"person, policy",['trade protectionism']
2234895474,Warren calls for new era of manufacturing,6/5/2019,"Boston Globe Media Partners, LLC","Fast forward to Tuesday, when it was Senator Elizabeth Warren, a Democrat, standing in front of hundreds of people on a concrete floor in Detroit and making a strikingly similar argument. She took companies like Levi's and General Electric to task for shifting parts of their production overseas as she pitched a $2 trillion plan to spur the research, manufacturing, and export of clean energy technology in the United States. “These giant corporations, they're not loyal to America, they're not loyal to American workers,"" Warren said, as members of the crowd cheered and even shook their fists. “Those giant corporations, they may not care about American workers, but I do.""
Beginning in a city that has become shorthand for the decline of American manufacturing, Warren's visit to Michigan on Tuesday — the first of her presidential campaign — was a potent backdrop for the launch of her new initiative to intervene more forcefully in the economy to shore up American jobs, a proposal she calls “economic patriotism."" 
But that plan, as well as her campaign event here, also highlighted that some aspects of Warren's economic populism have echoes of Trump's “America First"" economic nationalism, and underscored how the progressive wing of the Democratic Party has distanced itself from the more globalized trade policies of the Clinton and Obama presidencies. “I think there are parallels in terms of the emotion, that leaves people feeling aggrieved,"" said Stanley Greenberg, the pollster who famously wrote about disillusioned “Reagan Democrats"" in Macomb County, Mich., in the 1980s and who said Warren's policy-packed defense of America's economy could work here. “I think she's taking the case further, in terms of reform and economic policy, and so I think it's the right course for getting Michigan,"" Greenberg said. In a campaign that has been defined by a debate over whether Democrats can beat Trump by winning back voters who deserted Hillary Clinton for him in 2016, or by exciting new voters, Warren's Michigan swing is a reminder that she is trying to do both.",Newspapers,2019,"person, policy, ideology","['trade protectionism', 'manufacturing policy', 'clean energy investment']"
2311483128,Dems hope to again ride a youth wave,11/4/2019,"USA Today, a division of Gannett Satellite Information Network, Inc.","Both have pushed socially and economically liberal messages that include free college tuition and eliminating student debt. 
A generational divide dominates Democratic voters, a new New York Times/Siena College poll of Iowa Democrats found, with more than 85% of voters younger than 30 saying they prefer a candidate promising fundamental change. Seventy percent of voters older than 65 said they want a candidate who will return Washington to normalcy. 
It helps explain the popularity of Sanders and Warren among young people, whose economic populist messages have also raised questions about their electability in a one-on-one matchup against Trump. Joe Calvello, a campaign spokesman for the Sanders campaign, said young people have ""experienced the failures of the current system."" He said they are ""shackled by student debt, are on track for a lower standard of living than their parents"" and ""know better than anyone how much is at stake in 2020."" 
Marisol Samayoa, Buttigieg's deputy national press secretary, said ""a real crisis"" faces young people with issues like climate change and voting rights. She said that's why young people are responding to Buttigieg's ""platform of structural and generational change."" 
A Quinnipiac University national poll in October found that 31% of Democratic voters ages 18 to 34 support Sanders, and 30% back Warren. Third among young voters in the poll was Buttigieg at 12%.",Newspapers,2019,"person, policy, ideology","['free college tuition', 'eliminating student debt']"
1622315129,Sherrod Brown is Democratic model,11/11/2014,Gannett Media Corp,"His name is U.S. Sen. Sherrod Brown. 

Even though there's a whole cottage industry in Washington based upon making Democrats support austerity, each and every election Brown stays true to his economically populist beliefs. He stands boldly against job-killing, not-so-free trade agreements that have exported hundreds of thousands of jobs from Ohio alone. He strongly supports increasing Social Security, not cutting it, and works to create jobs through ""Buy America"" provisions in infrastructure spending. 

Interestingly, those who favor similar ideas did much better this past election.",,2014,"person, policy, ideology","['trade protectionism', 'protecting/increasing Social Security', 'infrastructure spending']"
1905634389,Trump should boldly embrace a conservative single-payer system,6/5/2017,Tribune Content Agency LLC,"The prospects for repealing and replacing Obamacare are fading rapidly. Senate Majority Leader Mitch McConnell, R-Ky., sensing inevitable failure in the Senate, is already shifting the endeavor to the back burner. The time has come for the Trump administration to make a bold proposal, circumventing the deadlock and shattering conventional wisdom.President Trump should embrace a new, genuinely conservative version of the single-payer system used throughout the developed world. By building a new coalition of social conservatives with economic populists, Trump could permanently reshape the political landscape.The current strategy of Ryancare was doomed from the start. It required the successful threading of a needle from a distance of a thousand yards. Given the razor-thin margins of Republican majorities in both houses, the 60-vote cloture obstacle in the Senate, and the Byzantine restrictions on the ""reconciliation"" gambit for relying on 50 senators and the vice president, and given that no complicated, Rube Goldberg-like contraption will ever be able to satisfy both the libertarian Freedom Caucus in the House and Republican moderates in the Senate, no plan devised by conventional ""conservatives"" has any hope of passage. You cannot simultaneously provide cheap coverage for those with pre-existing conditions, move toward a free market, and reduce federal spending.",Newspapers,2017,"person, policy, group, ideology",[]
1872123210,State Dems plot resistance to Trump,2/27/2017,Gannett Media Corp,"SiX Action, a non-profit trying to help Democrats regain power at the state level, marshaled 40 different left-leaning organizations to help coordinate the effort. It includes bill introduction ceremonies to draw media attention even in states where the legislative packages face an uphill battle because Republicans control both chambers. State lawmakers are offering provisions that, according to polls, enjoy broad public support to also include overtime pay, paid family leave requirements and equal pay for women. Populist message
During his campaign, Trump prioritized a message of economic populism, including reopening coal mines and steel mills and advancing a major infrastructure spending bill. His first month in office has been dominated by divisive cultural issues -- such as a travel ban, expedited deportations and the repeal of a transgender bathroom executive order -- rather than the issues that matter most to the struggling working-class voters, a number of whom also supported former president Barack Obama. The White House did not respond to two requests for an outline of pro-worker policies. Trump has made clear his approach is heavy on eliminating federal regulations and he is reportedly planning to turn back Obama-era initiatives on carbon emissions from power plants, coal mining on federal land and government authority over bodies of water.",Newspapers,2017,"person, policy, group, ideology","['overtime pay', 'paid family leave', 'equal pay for women', 'infrastructure spending']"
1885707289,"Canadians mark WWI battle: in France on 100th anniversary: NEWS BRIEFING: Staff &amp; news services: Russian teen ID'd as suspect in Norway explosive device case: Thousands protest Serbian presidential result for 7th day: Somalia's new military chief survives car bomb that kills 13: Trump considers probe of U.S. trading partners: French tourist dies, 7 others hurt in Turkey balloon crash",4/10/2017,"Tribune Publishing Company, LLC","trading partners
President Donald Trump is considering an executive action that would launch a formal investigation into the way U.S. trading partners use subsidies and use a tactic known as ""dumping"" to skew imports and exports, a White House official said Sunday. The executive action would call for a review of foreign trading practices and could, depending on the results, be followed by retaliatory trade measures from the administration. The action would additionally reflect a tension within the White House between the economic populists, who have argued for more aggressive and adversarial moves against foreign countries, and the growing influence of pragmatists, who have called for a more measured approach. During his campaign, Trump repeatedly attacked other countries over their trade practices. French tourist dies, 7 others hurt in Turkey balloon crash
ISTANBUL - A hot air balloon hit a high-voltage transmission line in central Turkey and crashed Sunday near a popular tourist destination, killing a French tourist and injuring at least seven people, the transport ministry said. Turkey's Ministry of Transport said the balloon was carrying 20 passengers, including six foreigners, when it hit the electric line during its descent in Cappadocia due to adverse wind conditions.",Newspapers,2017,"person, policy, group",['trade protectionism']
2956947724,Biden’s budget calls the bluff of supposed GOP budget hawks,3/14/2024,WP Company LLC d/b/a The Washington Post,"But it sure sounds like he is open to cutting Social Security and Medicare. (""There is a lot you can do in terms of entitlements in terms of cutting and in terms of also the theft and the bad management of entitlements, tremendous bad management of entitlements. There's tremendous amounts of things and numbers of things you can do.""If such a word salad came out of Biden's mouth, the press would be apoplectic.) Forcing the Republicans to explain what spending they want to cut and whose taxes they want to lower should be part of Biden's budget rollout. Republicans talk a good game, but so far we have seen nothing of their ""economic populism"" or any realistic deficit-cutting plan, even one acceptable to their own House and Senate members. Biden has showed his hand. Now it's time for them show theirs.",Web Resources,2024,"person, policy",[]
1432155869,Rich man's recovery,9/14/2013,New York Times Company,"Take, for example, the proposal by Bill de Blasio, who finished in first place in Tuesday's Democratic primary and is the probable next mayor of New York, to provide universal prekindergarten education, paid for with a small tax surcharge on those with incomes over $500,000. The usual suspects are, of course, screaming and talking about their hurt feelings; they've been doing a lot of that these past few years, even while making out like bandits. But surely this is exactly the sort of thing we should be doing: Taxing the ever-richer rich, at least a bit, to expand opportunity for the children of the less fortunate.  Some pundits are already suggesting that Mr. de Blasio's unexpected rise is the leading edge of a new economic populism that will shake up our whole political system. That seems premature, but I hope they're right. For extreme inequality is still on the rise -- and it's poisoning our society.",Newspapers,2013,"person, policy","['tax increases on wealthy', 'universal pre-k education']"
2044800745,"Can coalition builton white resentment, great wealth work?",5/26/2018,Owensboro Messenger Inquirer,"Since becoming president, Trump has sought to reward both sides of this coalition -- tossing boatloads of money to the ownership class and red meat to the white working class. One boatload is the corporate and individual tax cut, of which America's richest 1 percent will take home an estimated 82 percent by 2027, according to the Tax Policy Center. Another boatload is coming from government itself, which Trump has filled with lobbyists who are letting large corporations do whatever they want -- using public lands, polluting, defrauding consumers and investors, even employing children -- in order to push profits even higher. Trump's red meat for the white working class is initiatives and tirades against unauthorized immigrants and foreign traders -- as if they're responsible for the working class's lost ground -- and other symbolic gestures of economic populism, along with episodic racist outbursts, and support for guns and evangelicals. Every time Trump sends more money to the wealthy, he sends more red meat to his base. Weeks ago, after announcing he'd seek another big tax cut before the midterm elections -- ""phase two,"" as he termed it -- he threatened China with a trade war; arranged another crackdown on unauthorized immigrants, including a carefully choreographed plan to break up families at the border and attack sanctuary cities; and vowed to go after pharmaceutical companies. Yet red meat goes only so far.",Newspapers,2018,"person, policy, ideology","['trade protectionism', 'tax cuts']"
2383836549,OPINION: Delegates are party elites and should not determine nominees,3/1/2020,"Uloop, Inc.","Just like party delegates, the Electoral College electors are often state elected officials or state party leaders. Party insiders and representatives are disenfranchising the impact of individual voters. We need to uphold one person, one vote. 
The problem is that Sanders and other anti-establishment candidates are incredibly unlikely to court superdelegates because they are mostly high-up party leaders in the Democratic establishment who would be reluctant to favor certain economically populist policies such as ""Medicare for All"" or tuition-free public college. We already know the 2016 Democratic primary was rigged against Sanders, following the release of DNC emails by WikiLeaks. This election, if Sanders only has a plurality on the first ballot, the superdelegates could still change the outcome of the primary on the second — and the American people should not take this lying down. If superdelegates are able to steal this election from the voters, there will be riots at the Democratic National Convention in Milwaukee, Wisconsin, in July — likely far worse than the 2016 DNC riots.",Newspapers,2020,"person, policy, group, ideology","['Medicare for All', 'free public college']"
2190031054,Democrats make political point with Milwaukee pick,3/12/2019,Gannett Media Corp,"That makes a concerted outreach to working-class voters in the industrial Midwest a very reasonable strategy for the party. It wasn't that long ago that Obama performed well with these voters. And in 2018, Sen. Tammy Baldwin, a Madison progressive, won 17 ""Trump counties"" in Wisconsin and lost non-college whites statewide by only five points after running a campaign that combined economic populism, parochial Wisconsin themes, health care advocacy and heavy outreach outside Madison and Milwaukee. In addition to being political platforms for the parties, conventions are also used by the national media to tell political stories and shape political narratives. A Wisconsin convention will conjure up a different blend of political themes and stories than a Texas or Florida convention would have. We mentioned one big one already: the erosion of Democratic support across rural America and among white voters without college degrees, which led to the remarkable number (more than 500) of Wisconsin communities that voted for both Obama in 2012 and Trump in 2016.",Newspapers,2019,"person, policy",[]
1695272635,WARREN MAKES POPULIST APPEAL AT FUNDRAISER,7/9/2015,"Tribune Publishing Company, LLC","Dannel P. Malloy to victory as other Democratic  candidates lost. If Warren's speech was any indication, the  national party is looking to seize on the effectiveness of the  Democrats' message here and translate it to  electoral success   throughout the country in 2016. 


Warren's message was rooted in economic populism, and she called  for a return to the liberal policies of the mid-20th  century. In  those years, she said, ""the 97 percent -- not the top 10 percent --  the heart of America, got 70 percent of the income growth in this  country."" 


""Opportunity was not equal for all but we were heading in the right  direction,"" Warren said, mentioning government investment in  education, roads and bridges, and research. ""It worked."" 


She cited her own humble roots -- telling the crowd that after her  father died of a heart attack, her mother, at age 50, took a  minimum wage job at Sears so that her family could keep the house. 


Warren said that when it came time for her to go to college, ""It  was a state school that cost $50 dollars a semester that opened so  many doors for me."" 


""I am the daughter of a maintenance man who ended up in the United  States Senate,"" Warren said, promising that the American Dream is  possible if Democrats are elected to national office.",,2015,"person, ideology, policy","['government investment in education', 'infrastructure spending']"
1767617812,Bernie Sanders rallies supporters in Virginia,2/24/2016,Gannett Media Corp,"-- Sen. Bernie Sanders brought his presidential campaign to a Super Tuesday state on Tuesday, telling supporters there's ""a lot of pain"" touching every demographic in the country. 

""We are listening,"" he said. 

The Vermont independent said his economic populist agenda aims to pay workers a higher minimum wage, provide pay equity for women, and reform the criminal justice, immigration and campaign finance systems. 

""What our campaign is about is not getting advice from millionaire campaign contributors,"" Sanders told a crowd of about 4,500 gathered at Scope Arena. ""I don't have millionaire campaign donors. We are able, then, to listen to ordinary people.""


Virginia is one of 11 states that will hold Democratic primaries or caucuses on March 1.",Newspapers,2016,"person, policy, ideology","['higher minimum wage', 'pay equity for women', 'criminal justice reform', 'immigration reform', 'campaign finance reform']"
1712510227,Gap widens in Trump surge,9/17/2015,Fairfax Digital,"Though most analysts believe that Trump's surge will eventually end and Bush will prevail - and Las Vegas bookmakers agree - there are signs that some on Wall Street are beginning to worry. ""I held four lunches for investors in August and at the first one everyone assumed Trump would implode,"" Byron Wien, vice-chairman of Blackstone Advisory Partners and a senior figure on Wall Street, told Politico this week. ""By the fourth one everyone was taking him very seriously. He taps into frustrations that are very real and he is a master manipulator of the media."" Wall Street types are as appalled by Trump's brand of economic populism as the GOP establishment is. He has advocated raising taxes on hedge fund managers, tearing up trade deals and deporting a substantial chunk of America's cheap labour force: undocumented Hispanics. Another chief executive, who would not be named, told Politico: ""I don't know anyone who is a Donald Trump supporter. I don't know anyone who knows anyone who is a Donald Trump supporter.",Newspapers,2015,"person, policy","['raising taxes on hedge fund managers', 'trade protectionism', 'restricting immigration']"
2566229927,The GOP’s future is liberty populism,8/28/2021,"Clarity Media Group, Inc.","While the Republicans may care less and less about marijuana, they have begun to care more about abortion and tax policy issues. The Republican Party is changing and for the better. However, conservatives have now got to be careful about countering the dangers of other mindsets that center on populism. Over the last couple of years, some conservatives have embraced economic populism concentrated on higher taxes for the elite class, a higher federal minimum wage, and even universal healthcare. Positions on these issues from the economic populist Right are far more similar to a socialist such as Sen. Bernie Sanders than even a populist conservative such as Trump. Taking all of the financial criticisms that the far Left already deals with and growing the federal government's power is not the way forward for the GOP.",Newspapers,2021,"person, policy, group, ideology","['higher taxes on wealthy', 'higher minimum wage', 'universal healthcare']"
2171216056,"Kashkari Warns on Yield-Curve Flattening | Global Output Gap Has Closed | Investors Prepare for Inflation | Mexican Inflation Highest in 17 Years | Hannon's Take: Stronger Global Growth, Same Old Inflation; The Wall Street Journal's central banking newsletter for Wednesday, January 10, 2018",1/10/2018,Dow Jones & Company Inc.,"Central Banks and Productivity Growth
Central banks 
  through their stimulative policies in the years since the financial crisis, even if very low interest rates led to some misallocation of capital, such as the existence of ""zombie"" firms, write Maurice Obstfeld and Romain Duval of the International Monetary Fund. ""The aggressive monetary policy response to the crisis arguably supported productivity by easing credit conditions and softening the blow to investment, mitigating hysteresis,"" they write. ""Monetary accommodation using conventional and unconventional tools facilitated access to credit by viable but vulnerable firms, helping them to finance their working capital or to make productivity-enhancing investments in intangibles. And more broadly, monetary ease alleviated an even larger drop in aggregate demand and investment that might have further hurt capital-embodied technological progress.""
Economic Populism and the Case Against Central Banks
Economic populism can sometimes be justified, for example 
  of independent central banks on keeping inflation low, writes Dani Rodrik for Project Syndicate. ""Independent central banks played a critical role in bringing inflation down in the 1980s and 1990s,"" he writes. ""But in the current low-inflation environment, their exclusive focus on price stability imparts a deflationary bias to economic policy and is in tension with employment generation and growth.""
U.S. consumer borrowing 
 , buoyed by increased consumer confidence in the economy.",Magazines,2018,"policy, ideology",['central bank reform']
914276439,"CAMPAIGN 2012; Santorum, the new Pat Buchanan; Ex-senator's populist themes have played well with past New Hampshire voters.",1/6/2012,Los Angeles Times Communications LLC,"""Trust your head, your heart, your gut"" in next week's primary, he urged -- not the polls, which have shown him trailing Newt Gingrich, Ron Paul and the leader, Mitt Romney. Santorum, 53, brought up his Roman Catholic faith and roots in a working-class family in the coal and steel country around Pittsburgh. He offered his plan to eliminate corporate taxes on manufacturers, which he said would create well-paying jobs for ""small-town America and blue-collar America."" His well-received ""victory"" address in Iowa, late Tuesday night, sounded many of the same themes as his stump speeches, and reminded some former Buchanan aides of their man's insurgent candidacy. ""It was the closest thing to Pat Buchanan's economic populism and cultural conservatism, frankly, since Pat's campaign,"" said Greg Mueller, a former Buchanan advisor who is unaffiliated in the 2012 race. Buchanan himself, barred by a cable TV contract from taking sides, praised Santorum's remarks. ""It was 'conservatism of the heart,' "" the slogan from his own campaign, Buchanan said in a telephone interview. Buchanan noted that he and Santorum are devout Catholics, and that Buchanan's mother came from the same part of Pennsylvania.",Newspapers,2012,"person, policy",['eliminate corporate taxes on manufacturers']
2275747444,"Trump’s scam is failing him, and he’s in a panic over it",8/19/2019,WP Company LLC d/b/a The Washington Post,"As Paul Krugman notes, it produced a ""sugar high"" of stimulus, but growth has reverted to pre-stimulus rates. And while it's true that consumers are spending, the idea that Trump's tax plan was primarily a ""tremendous"" tax cut for ordinary American consumers that left them ""rich,"" as Trump now claims, is laughable. Meanwhile, the trade war wreckage continues to mount, damaging Trump's own constituencies and, now, helping to threaten a possible recession. Yet Trump is trying to minimize the mounting signs of failure in the one area where he actually attempted some form of economic populist nationalist agenda — albeit wrongheadedly — by pointing, in hilariously misleading fashion, to the area where he actually embraced plutocracy. 

The failures of Trumponomics

In a good piece, economics writer Neil Irwin points out that the gathering threat of a recession is being driven in part by the fact that corporate investment is ""softening"" because Trump's trade wars are feeding uncertainty about business decision making. Yet Trump's tax cut was supposed to fuel that investment. As Irwin points out, recessions can happen when a core assumption about our future is undermined.",Web Resources,2019,"person, policy","['tax cuts', 'trade protectionism']"
2306894043,"Trump's policies resemble Herbert Hoover's, which led to a depression",5/6/2016,Gannett Media Corp,"Trump's proposed policy would kneecap the American auto industry, ""which has fully integrated Mexico into its production network,"" with roughly $118 billion worth of vehicles and parts crossing both north and south in 2015. A 35 percent tariff would hike the cost of ""Ford Motor Co's U.S.-assembled F-series and medium-duty pickup trucks that use Mexican-made diesel engines, one of its most profitable vehicle lines,"" Reuters reported. And that means you'd pay more, too — just by the way. So Trump's economic populism plays well in Rust Belt states hollowed out by the collapse of manufacturing, but it makes zero sense on the global stage. To bend the spirit of another of Queens' most famous residents — Archie and Edith Bunker (for whom Trump's message seems tailor-made), Mister, we really don't need a man like Herbert Hoover again. John Micek is the opinion editor and political columnist for PennLive/The Patriot-News. Trump's proposed policy would kneecap the American auto industry, ""which has fully integrated Mexico into its production network,"" with roughly $118 billion worth of vehicles and parts crossing both north and south in 2015.",Newspapers,2016,"person, policy",['trade protectionism']
